196,56,384,48,30,mirror is on far wall,madubi akan bango mai nisa
197,173,450,83,41,the sidewalk,titin titin
198,286,200,77,42,The driver's side door is open,Kofar gefen direba a bude take
200,7,76,356,220,A plate full of food,farantin cike da abinci
206,48,181,542,302,the building is white,ginin ya yi fari
209,380,238,84,74,small picture on wall,karamin hoto akan bango
211,102,90,70,134,intersection of wooden logs,tsaka -tsaki na katako
214,210,276,162,109,light attached to building,haske a haɗe da gini
215,405,24,133,125,Do Not Enter sign,Kada ku Shiga alamar
216,173,215,53,46,colorful pillow of blues and reds on a white striped couch,matashin kai mai launin shuɗi da reds akan farar kujera
218,721,520,72,72,dent is in the vehicle,raunin yana cikin motar
221,132,123,28,16,the roof is grey,rufin yana da launin toka
223,208,104,135,200,brown frame on mirror,launin ruwan kasa akan madubi
226,182,379,518,132,white flowers beneath tree,fararen furanni ƙarƙashin bishiya
227,25,456,171,104,white ambulance on the street,farar motar asibiti a kan titi
234,137,126,614,345,green trees in distance,kore bishiyoyi a nesa
236,685,153,112,277,The sign is blue,Alamar shudi ce
243,406,103,31,51,Man sitting off to side of road,Mutum zaune a gefen titi
248,340,538,74,180,a man crossing the street,mutum yana tsallaka titi
254,378,50,123,66,sign on the wall,sa hannu a bango
263,26,97,32,60,window in a brick house,taga a gidan bulo
268,389,148,99,160,The computer screen is blue,Allon kwamfutar yana shuɗi
276,420,66,118,186,bike route sign,alamar hanyar keke
277,278,383,10,34,Grey Beard Hair on a man,Gashin gemu mai launin grey akan namiji
284,308,697,145,101,the rear view of a car,kallon baya na mota
286,161,127,250,232,Burger with cheese sauce,Burger tare da cuku miya
294,4,185,275,405,side of thee silver SUV,gefen ku azurfa SUV
303,84,389,67,133,Woman walking across street,Matar da ke tafiya a kan titi
304,714,375,49,110,woman wearing pink jacket,mace sanye da ruwan hoda
307,130,345,196,78,red car parked by street light,jan mota ta faka ta hanyar titi
323,249,72,346,230,the traffic lights are yellow,fitilun zirga -zirga launin rawaya ne
325,282,405,267,25,White painted line on pavement,Farin fentin layi akan matafiya
331,84,389,53,28,The black tipped pen on the desk,Baƙin biron tipped akan tebur
343,252,193,72,229,Man in white shirt walking down the sidewalk,Mutum sanye da farar riga yana tafiya a gefen titi
348,0,1,797,195,large light fixture in ceiling,babban kayan wuta a rufi
371,0,96,214,244,white monitor on desk,farar saka idanu akan tebur
374,182,104,329,282,black computer monitor on desk,bakin kwamfuta monitor akan kujera
375,436,217,89,148,handle on the mug,rike hannunsa
384,76,75,619,373,a man sitting in front of a computer monitor,mutumin da ke zaune a gaban mai duba kwamfuta
390,335,43,262,298,Turned on black monitor,Kunna saka idanu na baki
396,123,89,90,201,Man wearing brown sunglasses.,Mutum sanye da tabarau ruwan kasa.
401,165,167,45,56,brick on the building,tubali a kan ginin
402,110,483,141,115,silver metal table on ground,Teburin karfe na azurfa a ƙasa
403,192,424,92,94,A grey trash bin.,Kwandon shara mai launin toka.
412,114,173,104,80,boy holding ball,yaro rike da kwallo
420,163,116,211,182,projection screen is white,allon tsinkaye fari ne
421,499,206,52,249,yellow traffic signal attached to a gray pole,siginar zirga -zirga mai launin rawaya a haɗe da sandar launin toka
423,85,293,275,168,red truck behind silver car,jan mota bayan motar azurfa
426,169,182,425,235,two mopeds are parked,mopeds biyu suna fakin
427,628,274,169,250,A blue car on the street.,Motar shudi a kan titi.
428,365,217,242,125,black car with yellow doors,bakar mota mai kofofin rawaya
429,201,274,300,129,a car with four doors,mota mai ƙofofi huɗu
430,550,340,116,189,bike parked on the sidewalk,keken da aka faka a gefen titi
435,161,272,64,96,Red motorcycle on sidewalk,Jan babur a gefen titi
436,661,332,46,113,man wearing blue shirt,mutumin sanye da riga shudi
437,98,321,427,227,Group of scooters parked next to each other,Rukunin masu babura sun yi fakin kusa da juna
450,158,291,282,276,yellow VW leaving parking lot,rawaya VW yana barin filin ajiye motoci
452,161,379,162,219,bag of oranges,jakar lemu
454,6,210,788,355,there is a band on stage,akwai band a kan mataki
455,719,175,41,58,window on white house,taga akan farin gida
456,112,141,226,182,these are tall buildings,wadannan dogayen gine -gine ne
461,18,372,317,227,small car beside curb,karamin mota a gefen titin
465,65,295,115,173,this is a person,wannan mutum ne
466,198,21,402,501,bull on the sand,sa a kan yashi
471,616,138,162,146,the building with a yellow roof,ginin da rufin rawaya
473,145,406,51,60,the cup is upside down,kofin ya juye
475,354,93,94,115,Light in the ceiling.,Haske a cikin rufi.
479,341,254,366,229,Black truck is parked,Bakin babbar mota ta faka
484,344,207,59,217,the man in the light blue coat,mutumin cikin riga mai launin shuɗi
485,162,355,126,161,Bike leaning against black gate,Keke yana jingina da bakin ƙofar
491,6,41,148,557,white curtain on window,farin labule akan taga
499,317,223,146,89,the alarm clock is off,agogon ƙararrawa ya kashe
501,369,55,140,122,A medium sized picture on the wall.,Hoton matsakaici akan bango.
504,411,31,90,277,A bottle of water on the table.,Kwalban ruwa akan tebur.
505,622,287,45,150,Wired telephone connected to the wall,Wayar tarho mai haɗawa da bango
509,333,279,224,300,Chair next to wood desk.,Kujera kusa da teburin katako.
510,57,224,115,361,Lamppost next to television,Lamppost kusa da talabijin
512,387,369,93,126,Black backpack beside a bed,Bakar jakar baya kusa da gado
513,432,309,64,29,A silver faucet in a bathroom,Ruwan azurfa a bandaki
514,437,237,265,362,small plant on porch,ƙaramin shuka akan baranda
521,17,305,290,355,cedar shingles on the house,cedar shingles a gidan
522,5,8,785,585,a white and tan hotel room,dakin otal fari da tan
524,235,326,168,91,Five knobs on a stove,Kwankwasa biyar akan murhu
525,426,419,372,179,the sink is stainless steel,nutse bakin karfe ne
527,603,518,94,77,a wooden floor,bene na katako
529,105,0,124,350,the window is shut,taga an rufe
530,435,488,89,97,black car tire with silver rim,bakar motar taya tare da bakin azurfa
531,16,145,290,441,a four legged steel chair,kujerar karfe mai kafa hudu
538,187,195,114,54,Red desk lamp sitting on desk,jan fitila tebur zaune a kan tebur
540,509,314,80,124,the wooden night stand,tsayin dare na katako
546,372,171,90,366,tall grassy plants,tsirrai masu ciyayi masu tsayi
551,482,0,244,176,part of a house plant,wani ɓangare na shuka gida
552,225,167,462,261,red and green plaid sofa,ja da kore plaid sofa
553,296,135,500,216,Large kitchen area,Babban yankin dafa abinci
577,228,470,264,56,boat on the water,jirgin ruwa a kan ruwa
583,0,144,798,349,vehicles parked on the side of the road,motocin da aka ajiye a gefen hanya
586,159,338,60,165,A woman standing on the sidewalk.,Mace tsaye a gefen titi.
590,368,288,72,196,man standing on the phone,mutumin tsaye akan waya
594,202,492,34,57,a woman wearing a rain jacket,mace sanye da rigar ruwan sama
596,31,555,205,137,taxi cab driving on street,taksi taksi a kan titi
599,522,334,274,184,yellow taxi driving on a street,taksi mai rawaya yana tuƙi akan titi
600,365,343,25,59,person walking down the sidewalk in a busy city,mutumin da ke tafiya a gefen hanya a cikin birni mai aiki
603,336,313,96,73,person walks on sidewalk,mutum yana tafiya akan hanya
610,384,317,403,202,Group of people is standing,Ƙungiyar mutane tana tsaye
611,513,358,285,138,black car on the street,bakar mota akan titi
612,201,377,34,27,window of a car,tagan motar
614,68,339,290,117,flowers next to water,furanni kusa da ruwa
617,304,279,147,212,A food stand on a sidewalk,Abincin yana tsaye a gefen titi
619,17,230,41,102,person crossing on crosswalk,mutumin da ke tsallakawa akan hanyar wucewa
626,244,302,307,157,van driving under light,motar mota a karkashin haske
629,0,404,323,163,Yellow taxi on the road,Taxi mai rawaya a hanya
630,425,192,10,14,window on the building,taga akan ginin
633,321,163,74,114,women is wearing a pink shirt,mata sanye da rigar ruwan hoda
641,361,51,72,96,Tan hat hanging on a post,Tan hat yana rataye akan post
642,40,194,265,89,A white plane on a tarmac,Wani farin jirgi akan kwalta
643,20,422,771,98,planes parked on the tarmac,jirage sun tsaya akan kwalta
644,458,295,13,26,small window on airplane,karamin taga akan jirgin sama
648,448,390,21,21,car on the road,mota akan hanya
652,441,508,77,48,small rocks,kananan duwatsu
653,122,275,189,241,tree trunk is broken,gindin bishiya ya karye
654,340,285,99,257,person in red shorts,mutum cikin jan gajeren wando
656,334,413,83,57,the shrub is very short,shrub yayi gajere sosai
658,551,245,108,100,clouds in the sky,girgije a sararin sama
659,225,283,258,188,A buffalo near a road,shanu kusa da hanya
663,254,256,82,37,cloud in the sky,girgije a sararin sama
669,423,470,80,61,White moving through the water,Farin motsi ta cikin ruwa
676,246,163,221,162,parrot is on top of cage,aku yana saman keji
681,112,119,233,186,A bird standing in water,Tsuntsu a tsaye cikin ruwa
691,291,119,45,25,right eye,idon dama
699,92,274,17,21,light on the pole,haske a kan sanda
701,1,375,797,224,highway in a quiet area,babbar hanya a wuri mai natsuwa
702,21,178,33,36,white cloud in sky,farin girgije a sararin sama
706,338,303,404,225,White boat next to the dock.,Farin jirgin ruwa kusa da tashar jirgin ruwa.
707,416,448,96,53,boat in the water,jirgin ruwa a cikin ruwa
708,340,258,113,105,boat is orange,jirgin ruwan lemu ne
711,0,347,796,109,bikes in line by sidewalk,kekuna a layi ta gefen hanya
721,365,406,66,34,small green minivan,karamin minivan kore
722,193,106,48,99,american flag hanging on side of building,tutar amurka na rataye a gefen ginin
727,2,75,112,177,tree behind building,itace a bayan gini
729,213,208,44,64,window on the building,taga akan ginin
739,305,476,21,21,orange beak on white duck,bakin lemu a farin duck
743,187,43,292,141,grey and white sky,launin toka da fari
744,604,335,76,264,man holding long yellow skis,mutumin da ke riƙe da doguwar skis rawaya
745,349,440,27,24,the red flag in the snow,jan tutar a cikin dusar ƙanƙara
759,531,320,188,233,Black scooter on the road,Baƙi babur a kan hanya
762,122,328,29,37,black metal lock box,akwatin kulle baƙin ƙarfe
763,417,255,28,84,glass window on building,taga gilashi akan gini
765,419,438,153,150,sidewalk is light grey,gefen titi yana da launin toka mai haske
768,218,171,40,58,window on the building,taga akan ginin
773,288,304,506,294,paved road with parked cars,titin da aka tanada tare da motocin da aka faka
778,689,109,12,59,window on a building,taga a kan gini
790,648,281,37,33,window on a building,taga a kan gini
791,223,340,573,257,white lines in the middle of the road,fararen layuka a tsakiyar hanya
802,368,364,281,205,car parked on a narrow road,mota tayi fakin kan wata siririyar hanya
803,553,396,29,21,red helmet on his head,ja kwalkwali a kansa
810,458,413,139,88,boat on the water,jirgin ruwa a kan ruwa
814,11,222,692,352,the boat is at a dock,kwale -kwalen yana kan tasha
818,387,531,28,38,pink pants,wando mai ruwan hoda
819,32,558,76,41,Blue parking lines on the pavement,Layi na ajiye motoci masu shuɗi a kan matakala
822,595,395,18,43,the man is walking,mutumin yana tafiya
823,337,500,129,43,the sidewalk,gefen tafiya
826,200,130,45,65,green palm on radio,koren dabino a rediyo
828,140,411,10,11,hole in silver hubcap,rami a cikin hubcap azurfa
831,420,273,86,202,Girl in blue jean skirt,Yarinya cikin siket na jean
832,683,314,22,66,the electrical box on the post,akwatin lantarki akan gidan
837,251,321,26,80,sign on side of road,yi alama a gefen hanya
841,43,436,56,42,green grass in a field,koren ciyawa a gona
847,463,313,61,172,blue sign with large black base,alamar shuɗi tare da babban tushe mai baƙar fata
849,359,227,22,57,green palm on tree,koren dabino akan bishiya
853,272,91,25,68,picture in a frame,hoto a cikin firam
857,210,328,380,177,the car is black,motar baqi
868,81,327,177,169,red car near plant,jan mota kusa da shuka
869,542,279,182,81,car on the road,mota akan hanya
872,555,321,244,112,white bus on the street,farar bas akan titi
873,15,138,17,12,window on a building,taga a kan gini
875,50,211,112,221,A decorated Christmas tree.,Itacen Kirsimeti da aka yi wa ado.
889,56,23,398,257,yellow dump truck by the mountain,motar juji mai launin rawaya kusa da dutsen
891,592,187,36,45,green palm on tree,koren dabino akan bishiya
896,54,19,246,105,sun in the sky,rana a sararin sama
902,546,379,12,17,white print style letter,harafin salo na farin bugawa
906,48,62,180,41,the light is on the ceiling,haske yana kan rufi
920,171,322,85,35,light brown wooden step,haske katako mataki na katako
922,258,314,46,35,womens lips,lebben mata
929,156,589,25,10,brick with grass around it,tubali da ciyawa a kusa da shi
939,92,96,127,162,a seagull is standing,wani jirgin ruwa yana tsaye
943,0,13,797,509,the building is large,ginin yana da girma
944,202,373,163,69,A dark colored van.,Mota mai launin duhu.
947,64,531,131,229,A dark haired woman in a colorful top,Mace mai gashi mai duhu a saman launi
956,197,116,30,34,ear of the cat,kunnen kyanwa
963,191,94,474,504,the woman is next to the man,matar tana kusa da namiji
970,247,80,43,42,window on a building,taga a kan gini
985,517,511,74,18,grey colored sidewalk brick,tubalin launin toka mai launin toka
988,224,274,86,201,the man is standing,mutumin yana tsaye
990,299,318,248,262,Three men standing in a group.,Mutum uku da ke tsaye cikin rukuni.
991,413,420,236,165,A luggage cart on a tarmac,Akwatin kaya a kan kwalta
992,336,108,53,101,The tail of an airplane,Wutsiyar jirgin sama
996,114,206,20,18,black restroom sign attached to the wall,bakin alaman dakin hutawa hade da bango
999,164,453,521,120,a long metal rack,doguwar karfe
1003,461,106,18,12,light on a machine,haske a kan mashin
1004,254,282,70,173,child wearing striped shirt,yaro sanye da rigar riga
1005,247,1,45,48,Cameras on the ceiling of the room,Kamara a saman rufin ɗakin
1009,149,259,34,49,Vase on the mantel,Vase a kan mantel
1017,610,192,12,14,the man has a goatee,mutumin yana da akuya
1021,8,139,176,159,man painting on canvas,mutum yana zane akan zane
1026,205,171,187,91,a row of red chairs,jere jajayen kujeru
1028,134,530,446,68,two police officers,'yan sanda biyu
1031,160,158,177,109,houseboat in the water,jirgin ruwa a cikin ruwa
1036,408,189,67,42,bread in a basket,gurasa a cikin kwando
1038,165,42,86,102,man with short black hair,mutum mai gajeren gashin baki
1040,392,119,219,209,a big grey ball,babban kwallon toka
1044,616,162,68,108,White table cloth on the table,Farin mayafi akan tebur
1047,283,257,197,190,A person sitting in the baptism tub.,Mutumin da ke zaune a cikin baftisma.
1059,224,101,220,204,Horizontal Venetian blinds on the window,Kwance Venetian makafi akan taga
1063,142,121,156,138,Flat-screen television on the dresser,Flat-allon talabijin a kan sutura
1073,269,3,459,196,lights suspended from ceiling,fitilun da aka dakatar daga rufi
1080,500,281,34,51,The man has gray hair.,Mutumin yana da furfura.
1087,231,97,67,112,man wearing white shirt,mutum sanye da farar riga
1091,267,127,258,261,People sitting in a bus.,Mutane zaune a cikin bas.
1095,234,149,296,449,Man and woman in a candy store,Namiji da mace a shagon alewa
1102,224,277,172,182,chair desk combo in the room,kujerun tebur haduwa a cikin dakin
1113,196,480,46,15,The man is wearing glasses.,Mutumin yana sanye da tabarau.
1116,391,257,55,58,A man with no shirt in the snow,Mutumin da babu riga a cikin dusar ƙanƙara
1117,289,149,76,210,grey dividers for cubicles,masu rarraba launin toka don kumbura
1122,152,18,40,128,windown pane on door,windown pane a ƙofar
1124,247,163,304,180,Truck has white cargo holder,Babbar mota tana da fararen kaya
1125,92,470,209,192,the chair has no arms,kujera ba ta da makamai
1130,190,82,55,130,man has head turned,mutum ya juya kai
1137,281,320,66,97,child walking into plane,yaro yana tafiya cikin jirgin sama
1139,1,133,242,177,purple tissue paper around bouquet,takarda mai launin shunayya a kusa da bouquet
1143,321,183,231,185,pool table in a large room,teburin tafki a babban ɗaki
1144,273,326,73,30,paddle on a table,jere akan tebur
1155,69,57,163,273,Man standing in a room.,Mutum a tsaye a daki.
1159,141,261,70,46,Man relaxing in the water.,Mutum yana shakatawa cikin ruwa.
1160,169,275,77,50,man is in a pool,mutum yana cikin tafki
1161,69,111,262,234,boy has brown hair,yaro yana da gashin gashi
1162,380,106,79,218,A brown and white staircase,Mataki mai ruwan kasa da fari
1163,35,136,513,184,Building is painted green.,An yi wa gine -gine fenti.
1164,340,288,333,147,many people in snow,mutane da yawa a cikin dusar ƙanƙara
1165,458,367,58,55,The silver toilet,Bandakin azurfa
1170,12,126,184,270,Yellow slide in the room,rawaya zamewa a cikin dakin
1171,160,211,100,110,child shopping cart filled with fake food,keken siyar da yara cike da abinci na jabu
1175,52,56,729,498,this is a kitchen,wannan madafa ne
1176,46,290,48,48,a faucet on the sink,famfo a kan nutsewa
1177,428,8,64,65,Assorted cereals on a kitchen shelf,Kayan hatsi iri -iri akan shiryayye na dafa abinci
1178,365,274,158,122,white microwave oven in corner,farin tanda na microwave a kusurwa
1180,0,150,265,116,wall papered wall in a kitchen,bango papered bango a kitchen
1194,3,0,492,299,A wall of orange dryers.,Bango masu busar da lemu.
1195,36,37,200,76,White pipe on the wall,Farin bututu akan bango
1196,365,44,179,291,dolphin statue near the pool,mutum -mutumin dolphin kusa da tafkin
1202,487,290,81,54,microwave on top of counter,microwave a saman counter
1211,259,128,36,25,logo on the hat,tambarin tambari
1212,18,230,172,165,a person kneeling down,mutum ya durƙusa
1214,158,256,101,241,Person wearing black pants,Mutumin da ke sanye da bakin wando
1215,83,111,468,346,people sitting on a couch,mutanen zaune akan kujera
1222,180,47,39,41,light hanging from the ceiling,haske yana rataye daga rufi
1224,253,343,19,21,square hole in chair,ramin murabba'i a kujera
1227,296,289,212,81,arms up in the air,makamai a sama
1233,8,134,62,84,orange pail hanging from wall,bokitin lemu yana rataye daga bango
1234,528,391,188,148,white washer situated under a counter,farar wanki da ke ƙarƙashin tebur
1246,15,69,54,92,person sitting in front of window,mutumin da ke zaune a gaban taga
1249,51,0,333,185,light of daytime sky,hasken sararin sama
1252,51,123,131,68,Brown lounge chair next to the pool,Kujerar falo Brown kusa da tafkin
1253,146,207,149,46,A group of umbrellas at a pool,Ƙungiyar umbrellas a wurin waha.
1257,544,368,253,176,Red bench near elegant chair,Jan benci kusa da kujera mai kyau
1260,149,109,107,81,green turtle pool in stack,koren kunkuru a tari
1263,0,15,351,260,many people in a room,mutane da yawa a cikin daki
1264,154,215,88,177,man with a blue and black plaid shirt,mutumin da riga mai launin shuɗi da baƙi
1266,211,325,76,22,the word polar on the truck,kalmar polar akan babbar motar
1272,282,368,197,80,A black and brown area rug,Rugar yankin baki da launin ruwan kasa
1278,270,253,143,204,black chair to the left of brown table,bakin kujera zuwa hagu na tebur mai ruwan kasa
1279,171,220,40,17,brown colored wooden stair,launin ruwan kasa katako matakala
1283,70,127,24,166,A yellow and black tie on a man,Daurawa mai launin rawaya da bakar fata akan namiji
1289,314,270,32,85,person walking on trail,mutumin da ke tafiya akan hanya
1292,210,290,166,307,woman wearing red scarf,mace sanye da jan gyale
1296,327,536,53,38,pigeon on ground,tattabara a kasa
1297,356,251,344,192,back of docked houseboat,dawo da jirgin ruwan da aka rufe
1298,534,342,52,21,a yellow skirt,siket na rawaya
1304,271,120,177,99,black tv in room,bakin tv a daki
1305,258,542,52,27,Television remote sitting on a red tablecloth,Kwamfutar nesa ta talabijin tana zaune a kan jajayen tebur
1307,181,20,188,185,mirror on the wall,madubi akan bango
1310,415,57,57,119,Picture hanging on the wall,Hoto rataye a jikin bango
1311,185,54,82,228,A large painting on a wall,Babban zane akan bango
1320,4,0,369,495,Photo taken during the day,Hoton da aka ɗauka yayin rana
1321,124,385,246,44,People walking on the bridge,Mutanen da ke tafiya a kan gadar
1323,229,70,72,195,tower with pointed top,hasumiya tare da saman sama
1324,59,44,522,342,these are old structures,waɗannan tsoffin gine -gine ne
1327,362,22,122,98,grey steps on stairs,matakai masu launin toka akan matakala
1329,78,163,43,62,person walking on spiral stairs,mutum yana tafiya akan matakala mai karkace
1334,353,13,28,53,window on a residential building,taga akan ginin mazaunin
1336,65,198,145,105,the silver butter knives,wukaken man shanu na azurfa
1339,74,101,44,193,utensil to the left of plate,kayan aiki zuwa hagu na farantin
1343,221,227,13,14,black letters on paper,baƙin haruffa akan takarda
1349,38,8,165,120,Coffee cup full of frothy coffee,Kofi na kofi cike da ruwan ƙura
1350,112,159,30,25,cut banana in bowl,yanke ayaba a kwano
1353,285,11,190,191,Juice in glass bottle,Juice a cikin kwalban gilashi
1362,0,98,41,66,A vase full of red flowers,Gilashi cike da jan furanni
1363,46,47,296,113,the rainbow looks like a half moon,bakan gizo yayi kama da rabin wata
1367,295,205,61,11,wooden slat on chair,slat katako akan kujera
1370,197,13,41,122,a brown wooden cabinet door,ƙofar katako na katako mai launin ruwan kasa
1376,195,258,30,37,the gun is shiny,bindiga yana sheki
1379,1,2,495,143,clear blue sky above a mountaintop.,sararin sama mai shuɗi sama da saman dutsen.
1384,174,8,54,54,a window in an apartment building,taga a cikin ginin gida
1385,506,167,45,86,a black street light,wani hasken titi
1392,127,348,128,173,a black chair,bakar kujera
1395,0,114,637,354,Two men sitting at a desk,Maza biyu zaune a tebur
1397,63,217,94,54,phone with twisted cord,murda igiyar waya
1408,444,353,123,83,a white car parked on the street,farar mota tayi fakin akan titi
1412,722,338,34,35,white car parked near the fence,farar mota ta saya kusa da bango
1413,15,50,34,32,window side of building,gefen ginin
1418,492,291,189,306,this is a woman,wannan mace ce
1419,230,368,281,144,the field is green,filin yana kore
1421,24,470,738,129,yellow lines on the street,layin rawaya akan titi
1422,378,345,315,106,black car parked on the street,bakar mota tayi parking akan titi
1426,235,393,154,125,the street,titi
1428,289,367,123,66,this is a car,wannan motar
1435,2,298,678,251,The water is green in color.,Ruwa koren launi ne.
1438,146,483,58,41,License plate on the car,Takardar lasisi akan motar
1443,439,346,349,169,Black car on a road.,Bakar mota akan hanya.
1446,409,328,29,49,window on the building,taga akan ginin
1454,454,177,19,29,pane on the window,taga a kan taga
1456,12,275,25,157,tall outdoor lamp post,doguwar gidan fitilun waje
1458,414,165,64,54,tire of the car,tayar motar
1461,31,269,171,104,The brown delivery truck,Motocin isar da ruwan kasa
1471,522,265,130,122,car tire made of black rubber and silver metal,tayar motar da aka yi da bakar roba da karfe na azurfa
1472,19,266,632,293,The parked white car.,Farar motar da aka faka.
1473,241,169,28,28,a brightly lit rear brake light,hasken birki na baya mai haske
1476,504,226,27,67,window in a large office building,taga a cikin babban ginin ofishin
1477,95,197,16,21,window in front of building,taga a gaban ginin
1491,72,89,221,147,blue house with light brown roof,gidan shudi mai rufin launin ruwan kasa mai haske
1496,196,249,99,276,the older woman walking on the sidewalk,tsohuwa tana tafiya akan titi
1505,37,296,97,134,a large black trashcan,babban bakar kwandon shara
1509,251,91,60,24,Street signs says Ames,Alamar titi ta ce Ames
1511,262,324,51,166,woman standing on sidewalk,mace a tsaye a gefen titi
1513,432,44,21,44,square window on building,taga mai faɗi akan ginin
1514,0,1,321,598,book on brown wooden bookshelf,littafin akan katako na katako mai launin ruwan kasa
1517,196,281,32,49,Paper cup on top of desk.,Kofin takarda a saman tebur.
1518,605,4,32,21,clock on the wall,agogo a bango
1520,448,172,132,177,Vase on the table,Gilashi akan tebur
1522,416,269,36,43,a glossy blue coffee mug,wani madaidaicin kofi na kofi
1524,579,164,51,59,Silver faucet on kitchen sink,Fitilar azurfa akan kwanon dafa abinci
1529,83,41,28,38,window on the building,taga akan ginin
1538,408,342,25,82,The woman in jeans and a black shirt.,Matar cikin jeans da bakar riga.
1539,247,293,37,27,A blue and white parking sign.,Alamar ajiye motoci shudi da fari.
1544,45,46,98,159,the plant on the toilet,shuka a bandaki
1551,169,39,74,358,white book with black writing,littafin fari tare da rubutun baki
1553,497,360,102,82,a tan car parked,motar tan ta faka
1554,22,280,44,46,window on the building,taga akan ginin
1558,271,180,60,61,woman has black hair,mace tana da gashin baki
1568,137,230,54,117,man walking on sidewalk,mutumin da ke tafiya akan hanya
1577,389,89,72,72,Banners on the post,Banners a kan post
1578,2,2,160,476,reflection on store window,tunani akan taga kantin
1588,127,239,511,184,the bench is long,benci yana da tsawo
1594,198,255,108,59,wood plank on porch,katako na katako a baranda
1596,590,448,52,66,crisp brown leaf fallen off of a tree,ganyayen ganye mai launin ruwan kasa ya fado daga bishiya
1597,164,244,235,66,a stone in a leaf filled field,dutse a filin cike cike da ganye
1599,0,321,798,278,silver SUV parked on road,SUV na azurfa an faka a kan hanya
1601,525,355,76,118,paint on a mailbox,fenti akan akwatin gidan waya
1602,21,24,31,69,window in front of white building,taga a gaban farar gini
1603,414,160,80,68,clock on the wall,agogo a bango
1604,59,308,316,105,The silver car,Motar azurfa
